series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed
series827,network11,Cable,1,S,12:00 PM,daytime,30,"94,855",26326,54.00%
series1143,network9,Cable,4,M T W R,2:04 AM,overnight,30,"94,757",35693.17694,74.45%
series1109,network25,Cable,1,S,5:00 PM,earlyfringe,120,"94,735",62644.21194,31.85%
series288,network23,Cable,1,W,11:00 PM,latefringe,150,"94,661",63624.20222,25.94%
series196,network50,Cable,4,S,6:00 PM,primeaccess,60,"94,645",39329.09,40.73%
series63,network27,Cable,1,U,7:00 PM,primeaccess,120,"94,537",50154.28889,25.72%
series364,network24,Cable,1,U,4:00 PM,earlyfringe,120,"94,500",67552.09806,34.03%
series1062,network11,Cable,1,W,5:00 PM,earlyfringe,60,"94,384",36695.96056,37.78%
series326,network8,Cable,2,F,12:00 AM,latefringe,30,"94,381",26747.77139,55.67%
series217,network22,Cable,1,U,5:00 PM,earlyfringe,60,"94,380",48581.89056,49.60%
series1051,network45,Cable,4,M,2:00 AM,overnight,30,"94,305",30245.34528,62.89%
series932,network24,Cable,1,S,6:00 PM,earlyfringe,120,"94,304",63128.54,31.96%
series434,network15,Cable,1,S,3:00 PM,daytime,120,"94,229",59414,30.00%
series65,network26,Cable,1,S,6:00 PM,earlyfringe,30,"94,206",31394.66333,64.09%
series763,network30,Cable,2,F,3:01 AM,overnight,61,"93,957",55302.08333,57.08%
series567,network9,Cable,1,M,7:00 PM,primeaccess,120,"93,902",40398.59278,20.99%
series657,network17,Cable,5,M S,3:30 AM,overnight,30,"93,872",36550.36722,77.08%
series1326,network9,Cable,1,S,4:30 PM,earlyfringe,120,"93,838",47723.54167,24.88%
series1267,network10,Cable,3,S,2:00 AM,overnight,30,"93,779",28217.41972,59.50%
series874,network30,Cable,1,U,5:00 PM,earlyfringe,60,"93,754",41220.34556,43.10%
series310,network30,Cable,1,W,4:00 PM,earlyfringe,120,"93,713",49326.94694,25.82%
series516,network17,Cable,4,S,7:30 AM,earlymorning,30,"93,624",23242.44111,48.96%
series569,network38,Cable,3,S,7:00 PM,primeaccess,60,"93,560",40975.99722,42.90%
series320,network20,Cable,3,T W,7:00 PM,primeaccess,60,"93,554",40208.28861,41.82%
series87,network30,Cable,1,F,7:30 PM,primeaccess,30,"93,554",26983.3775,56.50%
series1329,network45,Cable,1,U,5:00 PM,earlyfringe,60,"93,499",33413.5725,34.91%
series231,network19,Cable,1,U,6:00 PM,earlyfringe,120,"93,381",55470.78333,28.45%
series1064,network11,Cable,1,R,7:00 PM,primeaccess,60,"93,282",30682.26972,32.17%
series1409,network35,Cable,1,U,6:00 PM,earlyfringe,60,"93,225",32251.82722,34.08%
series311,network17,Cable,1,S,10:00 PM,prime,60,"93,008",40775.09889,42.40%
series52,network21,Cable,1,S,8:40 AM,earlymorning,120,"92,994",43976.44361,22.88%
series120,network3,Cable,2,T,7:30 PM,primeaccess,30,"92,974",25549.57111,53.93%
series1223,network34,Cable,1,U,3:00 PM,daytime,60,"92,920",40484,42.00%
series704,network24,Cable,1,S,2:00 PM,daytime,120,"92,891",67698,35.00%
series1108,network7,Cable,1,T,10:00 PM,prime,60,"92,817",42262.11194,43.61%
series663,network10,Cable,2,U,7:00 PM,primeaccess,30,"92,734",22869.59694,48.62%
series375,network10,Cable,2,S U,7:00 AM,earlymorning,120,"92,610",34291.62361,18.21%
series557,network35,Cable,1,U,4:00 PM,earlyfringe,60,"92,546",41859.08083,44.33%
series32,network19,Cable,1,S,6:00 PM,earlyfringe,120,"92,498",46210.27111,24.18%
series917,network13,Broadcast,1,S,1:02 AM,latefringe,58,"92,408",64232.11389,70.19%
series508,network17,Cable,4,M,2:30 AM,overnight,30,"92,343",35622.53333,76.31%
series1029,network5,Broadcast,1,S,3:00 PM,daytime,60,"92,328",36782,39.00%
series885,network24,Cable,1,S,6:00 PM,earlyfringe,120,"92,311",50838.18,26.66%
series1427,network23,Cable,1,S,2:00 AM,overnight,270,"92,305",97924.62639,22.74%
series242,network4,Broadcast,1,S,12:00 PM,daytime,30,"92,285",28276.5,60.00%
series343,network6,Cable,1,S,4:30 PM,earlyfringe,60,"92,244",45148.43194,47.50%
series820,network46,Cable,1,S,7:30 PM,primeaccess,150,"92,202",45173.87667,18.86%
series327,network57,Cable,3,M T W,7:00 PM,primeaccess,60,"92,185",30097.68889,32.21%
series863,network21,Cable,1,U,8:15 AM,earlymorning,105,"92,035",36833.01944,22.32%
series544,network32,Cable,1,U,8:00 AM,earlymorning,30,"91,987",26820.82972,56.81%
series1316,network24,Cable,1,U,10:00 AM,daytime,120,"91,922",66000,34.00%
series106,network27,Cable,1,S,11:30 AM,daytime,120,"91,870",65382,34.00%
series1077,network15,Cable,1,U,5:00 PM,earlyfringe,120,"91,843",53783.40639,28.29%
series308,network1,Cable,1,T,1:05 AM,latefringe,56,"91,830",56682.04222,64.24%
series1368,network35,Cable,1,M,7:00 PM,primeaccess,60,"91,491",25528.75778,27.48%
series1182,network7,Cable,2,W R,12:00 AM,latefringe,30,"91,491",25756.57778,55.12%
series242,network4,Broadcast,1,S,3:30 PM,daytime,30,"91,459",25685.5,55.00%
series1106,network33,Cable,1,S,6:00 PM,earlyfringe,118,"91,450",50546.28472,26.96%
series643,network33,Cable,1,R,5:00 PM,earlyfringe,118,"91,270",49361.39778,26.25%
series726,network48,Cable,5,R S,3:31 AM,overnight,31,"91,216",36629.76417,76.54%
series829,network13,Broadcast,4,U,8:00 AM,earlymorning,60,"91,173",39328.8525,40.76%
series891,network48,Cable,3,W S,3:31 AM,overnight,31,"91,135",35910.44917,74.83%
series535,network9,Cable,1,M,7:00 PM,primeaccess,120,"91,064",41649.88389,22.33%
series372,network35,Cable,1,F,11:00 PM,latefringe,60,"91,049",32597.56722,34.83%
series87,network30,Cable,1,M,12:31 AM,latefringe,30,"91,029",33594.23194,71.91%
series126,network30,Cable,1,U,5:00 PM,earlyfringe,60,"90,988",36444.35028,39.25%
series810,network35,Cable,1,U,6:00 PM,earlyfringe,60,"90,988",34467.65417,37.20%
series694,network24,Cable,1,S,4:00 PM,earlyfringe,120,"90,962",58259.1225,30.63%
series1215,network30,Cable,4,R,7:00 AM,earlymorning,60,"90,933",34967.53944,37.93%
series126,network30,Cable,1,U,6:00 PM,earlyfringe,60,"90,869",39850.95306,42.79%
series210,network33,Cable,1,R,5:00 PM,earlyfringe,90,"90,835",48466.71556,34.35%
series86,network30,Cable,1,F,4:00 PM,earlyfringe,60,"90,824",43184.24889,46.46%
series596,network6,Cable,4,R,8:30 AM,earlymorning,30,"90,764",28450.70417,61.37%
series1308,network28,Cable,4,S U,4:00 AM,overnight,30,"90,673",32187.8,69.87%
series331,network35,Cable,1,U,4:00 PM,earlyfringe,120,"90,646",49132.8475,26.36%
series1283,network15,Cable,1,U,11:00 PM,latefringe,120,"90,625",56964.06306,29.99%
series1104,network24,Cable,1,S,6:00 PM,earlyfringe,120,"90,601",60550.21306,31.91%
series941,network34,Cable,2,S,2:00 AM,overnight,60,"90,451",54001.52083,58.39%
series485,network21,Cable,1,S,1:35 AM,latefringe,120,"90,441",61734.35889,33.18%
series1091,network32,Cable,1,W,12:30 PM,daytime,30,"90,388",30921,66.00%
series1211,network1,Cable,1,S,1:30 AM,latefringe,150,"90,370",70427.31972,30.28%
series1329,network45,Cable,1,U,6:00 PM,earlyfringe,60,"90,263",33308.68056,36.05%
series1108,network7,Cable,1,T,12:03 AM,latefringe,87,"90,243",59605.9525,43.93%
series960,network33,Cable,1,F,5:00 PM,earlyfringe,120,"90,158",51697.12028,27.41%
series385,network41,Broadcast,1,T,9:00 PM,prime,90,"89,960",60828.57806,38.08%
series808,network30,Cable,1,U,6:00 PM,earlyfringe,60,"89,909",38851.15639,42.24%
series998,network26,Cable,1,M,9:00 AM,daytime,90,"89,860",55788,40.00%
series1095,network35,Cable,1,U,1:00 PM,daytime,60,"89,842",42570,46.00%
series1139,network22,Cable,1,W,1:00 AM,latefringe,180,"89,762",91789.91306,33.03%
series572,network6,Cable,1,F,4:30 PM,earlyfringe,90,"89,719",44364.05389,32.20%
series690,network62,Cable,1,U,6:00 PM,earlyfringe,120,"89,697",50799.08944,26.52%
series1052,network1,Cable,1,R,2:03 AM,overnight,57,"89,686",58517.92472,66.76%
series372,network35,Cable,1,U,6:00 PM,earlyfringe,60,"89,573",38958.32472,42.55%
series1057,network6,Cable,4,M,8:30 AM,earlymorning,30,"89,470",26472.10583,58.04%
series545,network6,Cable,4,F,7:30 AM,earlymorning,30,"89,421",25107.26472,55.12%
series1077,network15,Cable,1,U,7:00 PM,primeaccess,120,"89,418",48030.47472,25.91%
series989,network8,Cable,1,F,11:00 PM,latefringe,60,"89,390",34950.65639,38.01%
series359,network48,Cable,1,W,11:00 PM,latefringe,61,"89,358",40229.15194,42.68%
series1244,network38,Cable,2,U,7:00 PM,primeaccess,60,"89,332",34438.14583,37.42%
series1079,network20,Cable,3,U,7:30 PM,primeaccess,30,"89,289",28594.73167,62.40%
series1041,network30,Cable,1,T,8:00 AM,earlymorning,120,"89,224",51867.65222,28.34%
series554,network42,Cable,1,U,4:30 PM,earlyfringe,120,"89,214",51170.80972,27.90%
series669,network40,Cable,4,S,8:00 AM,earlymorning,60,"89,206",30429.11611,33.64%
series997,network26,Cable,1,M,9:00 AM,daytime,90,"89,145",56188.5,40.00%
series1223,network34,Cable,1,S,6:00 AM,earlymorning,60,"89,119",39562.92278,42.21%
series899,network20,Cable,5,M T W R F,6:00 AM,earlymorning,60,"89,052",48156.905,52.86%
series743,network30,Cable,1,W,11:00 PM,latefringe,61,"89,047",34751.23056,37.62%
series87,network30,Cable,1,F,7:00 PM,primeaccess,30,"88,795",25254.24222,55.79%
series557,network35,Cable,1,U,3:00 PM,daytime,60,"88,634",39064,43.00%
series1405,network24,Cable,1,S,4:00 PM,earlyfringe,120,"88,565",59007.30222,31.80%
series466,network34,Cable,3,S U,4:00 AM,overnight,60,"88,534",46478.62389,51.45%
series988,network8,Cable,3,F,2:00 AM,overnight,30,"88,521",32367.345,71.94%
series563,network32,Cable,2,R,4:00 AM,overnight,30,"88,514",29697.40833,65.85%
series446,network13,Broadcast,1,U,4:30 PM,earlyfringe,30,"88,402",25371.88361,56.53%
series145,network24,Cable,1,U,4:00 PM,earlyfringe,120,"88,400",55513.74806,30.13%
series185,network26,Cable,4,S,4:00 AM,overnight,30,"88,353",31525.74389,70.28%
series635,network30,Cable,1,W,1:01 AM,latefringe,120,"88,170",73658.89028,40.55%
series837,network22,Cable,1,S,10:00 AM,daytime,60,"88,166",41811,45.00%
series1019,network48,Cable,4,S,8:00 AM,earlymorning,30,"88,031",21680.29139,48.38%
series391,network41,Broadcast,1,M,8:00 PM,prime,120,"87,762",91199.1,43.45%
series475,network26,Cable,4,S,5:00 AM,overnight,30,"87,739",29967.67556,67.23%
series985,network30,Cable,3,F,7:00 AM,earlymorning,60,"87,677",35194.2575,39.54%
series1182,network7,Cable,3,T,7:30 PM,primeaccess,30,"87,617",23156.20361,51.96%
series407,network12,Cable,1,U,11:30 PM,latefringe,120,"87,616",53850.71389,29.77%
series144,network12,Cable,4,U,8:00 AM,earlymorning,60,"87,569",31981.08583,35.97%
series683,network33,Cable,1,T,5:00 PM,earlyfringe,105,"87,523",47291.07722,29.57%
series974,network21,Cable,1,U,12:15 AM,latefringe,105,"87,519",52372.41417,33.23%
series156,network33,Cable,1,M,5:00 PM,earlyfringe,133,"87,467",53973.83861,26.70%
series1252,network23,Cable,2,S,8:30 AM,earlymorning,30,"87,467",27661.11472,61.54%
series1084,network34,Cable,1,S,12:00 AM,latefringe,60,"87,284",38449.07167,42.75%
series218,network22,Cable,1,M,12:05 AM,latefringe,120,"87,228",63012.555,34.95%
series395,network3,Cable,1,S,7:00 PM,primeaccess,120,"87,225",51675.31361,28.71%
series437,network17,Cable,1,S,10:00 PM,prime,60,"87,072",40303.90139,44.45%
series1217,network28,Cable,3,M R F,2:00 AM,overnight,30,"87,060",33290.79278,74.98%
series812,network27,Cable,1,U,1:00 PM,daytime,120,"87,053",60902,34.00%
series903,network33,Cable,4,F,2:00 AM,overnight,30,"87,045",31973.64111,72.36%
series917,network13,Broadcast,1,R,2:17 AM,overnight,59,87044,58677.76333,67.18%
series716,network26,Cable,1,F,6:15 PM,earlyfringe,15,"86,961",16889.14,75.08%
series120,network3,Cable,2,T,7:00 PM,primeaccess,30,"86,897",23506.63806,53.16%
series217,network22,Cable,1,U,4:00 PM,earlyfringe,60,"86,816",44511.62583,49.46%
series117,network33,Cable,1,T,5:00 PM,earlyfringe,100,"86,795",49456.16889,32.68%
series1145,network9,Cable,1,S,1:00 AM,latefringe,90,"86,771",46798.62389,34.95%
series492,network26,Cable,4,S,3:30 AM,overnight,30,"86,657",33481.22333,76.18%
series639,network26,Cable,1,F,4:30 PM,earlyfringe,30,"86,530",27708.74611,62.11%
series613,network30,Cable,1,U,6:00 PM,earlyfringe,60,"86,528",32748.56889,37.20%
series820,network46,Cable,1,S,12:00 PM,daytime,90,"86,468",51655.5,38.00%
series123,network25,Cable,1,M,7:00 PM,primeaccess,120,"86,300",42583.91472,23.89%
series481,network46,Cable,4,S,8:30 AM,earlymorning,30,"86,231",22961.57583,52.23%
series330,network35,Cable,1,T,11:00 PM,latefringe,60,"86,172",29875.1375,33.58%
series425,network35,Cable,1,S,11:00 PM,latefringe,60,"86,159",28175.24278,32.04%
series21,network14,Cable,1,F,7:30 PM,primeaccess,187,"86,145",68404.78778,22.87%
series1285,network3,Cable,2,F,7:00 PM,primeaccess,60,"86,090",30199.60389,34.57%
series1130,network24,Cable,1,U,6:00 PM,earlyfringe,120,"86,057",50546.1375,28.23%
series677,network1,Cable,2,F S,3:00 AM,overnight,60,"85,815",44569.42944,51.00%
series868,network22,Cable,1,W,1:00 AM,latefringe,151,"85,805",78040.25111,35.10%
series1350,network28,Cable,1,U,10:30 PM,prime,30,"85,740",23678.43889,52.63%
series1002,network54,Cable,4,U,7:30 PM,primeaccess,30,"85,629",26751.54167,61.25%
series1150,network9,Cable,4,M T W R,2:00 AM,overnight,30,"85,571",28419.16333,65.72%
series1371,network36,Cable,2,F S,2:00 AM,overnight,60,"85,562",42177.37972,48.48%
series1206,network48,Cable,1,U,7:00 AM,earlymorning,180,"85,442",47304.05306,17.92%
series891,network48,Cable,2,S,2:31 AM,overnight,30,"85,404",32406.64195,74.12%
series827,network11,Cable,1,F,7:00 PM,primeaccess,60,"85,392",30189.42694,34.49%
series98,network30,Cable,1,W,7:00 PM,primeaccess,60,"85,391",30843.32611,35.47%
series1043,network20,Cable,3,F,7:00 PM,primeaccess,60,"85,069",39527.5225,45.18%
series844,network38,Cable,1,F,12:00 AM,latefringe,120,"85,059",50591.82028,28.14%
series1135,network8,Cable,2,M U,4:30 PM,earlyfringe,30,"84,953",25307.70556,58.50%
series464,network26,Cable,1,S,11:00 PM,latefringe,60,"84,932",41291.23972,46.88%
series688,network1,Cable,2,M T,2:00 AM,overnight,60,"84,904",49474.59944,56.86%
series1372,network17,Cable,4,M,3:00 AM,overnight,30,"84,692",30163.57889,70.47%
series1349,network28,Cable,1,U,12:00 AM,latefringe,90,"84,679",53793.39306,40.69%
series465,network27,Cable,1,W,7:00 PM,primeaccess,120,"84,661",47899.76972,27.41%
series659,network2,Cable,4,S,2:00 AM,overnight,30,"84,595",28622.33111,66.74%
series999,network26,Cable,1,M,9:00 AM,daytime,90,"84,562",54259.5,41.00%
series1062,network12,Cable,2,R U,7:00 PM,primeaccess,60,"84,497",20524.23306,24.06%
series874,network30,Cable,1,U,4:00 PM,earlyfringe,60,"84,484",35424.47556,41.18%
series184,network33,Cable,1,R,5:00 PM,earlyfringe,118,"84,327",49019.46306,28.40%
series1264,network45,Cable,1,U,6:00 PM,earlyfringe,60,"84,290",26268.89528,30.46%
series988,network8,Cable,2,F,12:30 AM,latefringe,30,"84,260",27220.61944,63.43%
series652,network26,Cable,4,S,4:30 AM,overnight,30,"84,258",29829.475,69.75%
series214,network32,Cable,1,F,7:30 AM,earlymorning,30,"84,210",27751.12028,64.18%
series613,network30,Cable,2,M U,3:01 AM,overnight,61,"84,201",51958.0025,59.56%
series1182,network7,Cable,3,F U,7:00 PM,primeaccess,30,"84,154",23100.38778,53.97%
series1015,network35,Cable,1,S,6:00 PM,earlyfringe,60,"84,043",30611.35528,35.88%
series1057,network6,Cable,4,M,8:00 AM,earlymorning,30,"83,726",23937.7775,56.13%
series559,network10,Cable,1,U,10:30 PM,prime,30,"83,649",23134.56861,53.65%
series1096,network30,Cable,2,R U,3:01 AM,overnight,61,"83,577",52469.535,60.63%
series86,network30,Cable,1,F,3:00 PM,daytime,60,"83,557",41001,48.00%
series214,network32,Cable,1,F,7:00 AM,earlymorning,30,"83,488",24855.78,58.10%
series560,network6,Cable,1,W,10:30 PM,prime,30,"83,361",22512.51861,52.76%
series217,network22,Cable,1,U,3:00 PM,daytime,60,"83,266",44001,51.00%
series86,network30,Cable,1,F,2:00 PM,daytime,60,"83,237",39907,47.00%
series69,network17,Cable,4,U,7:30 AM,earlymorning,30,"83,118",21028.49333,49.82%
series726,network48,Cable,4,R,3:01 AM,overnight,30,"83,093",31286.51444,74.05%
series1111,network15,Cable,2,R,7:00 PM,primeaccess,60,"83,008",30746.38444,36.29%
series954,network51,Cable,4,M T F,7:30 PM,primeaccess,30,"82,981",23524.45611,55.80%
series1308,network28,Cable,2,R U,1:00 AM,latefringe,30,"82,976",30831.50083,72.74%
series192,network45,Cable,3,S U,2:00 AM,overnight,30,"82,867",30691.64083,72.63%
series994,network26,Cable,1,F,9:00 AM,daytime,90,"82,721",52897.5,41.00%
series1252,network23,Cable,4,S,6:30 AM,earlymorning,30,"82,700",24337.98639,57.88%
series549,network44,Cable,3,S,7:00 PM,primeaccess,60,"82,697",29548.09333,35.00%
series596,network6,Cable,4,R,8:00 AM,earlymorning,30,"82,644",24770.39861,58.76%
series1056,network46,Cable,4,F S,7:00 PM,primeaccess,30,"82,549",21744.75667,51.80%
series950,network35,Cable,1,S,5:00 PM,earlyfringe,60,"82,547",33713.75222,40.14%
series648,network8,Cable,1,M,11:00 PM,latefringe,60,"82,476",28461.58139,33.64%
series801,network7,Cable,1,T,11:32 PM,latefringe,31,"82,241",25072.21889,57.03%
series778,network30,Cable,1,F,9:30 PM,prime,30,"82,051",22679.92472,54.07%
series1051,network45,Cable,4,M,2:30 AM,overnight,30,"82,000",27971.82917,66.97%
series563,network32,Cable,2,R,5:30 AM,overnight,30,"81,969",28284.43972,67.76%
series333,network35,Cable,1,T,1:00 AM,latefringe,120,"81,965",74026.555,43.77%
series1063,network33,Cable,3,R,8:28 AM,earlymorning,2,"81,665",2721.66611,98.37%
series163,network26,Cable,1,W,4:30 PM,earlyfringe,30,"81,478",26402.18611,62.64%
series686,network47,Cable,1,U,7:15 PM,primeaccess,165,"81,474",48851.31194,21.15%
series851,network32,Cable,1,U,9:00 PM,prime,30,"81,456",26234.78306,62.71%
series24,network15,Cable,1,S,1:00 AM,latefringe,120,"81,322",63297.2075,37.39%
series1354,network21,Cable,1,W,9:30 PM,prime,30,"81,226",25098.93556,57.88%
series563,network32,Cable,2,R,4:30 AM,overnight,30,"81,042",28851.98583,69.95%
series303,network28,Cable,2,M,8:00 AM,earlymorning,120,"81,032",43618.75195,26.25%
series670,network17,Cable,1,U,6:00 PM,earlyfringe,60,"80,968",34184.22917,41.28%
series678,network38,Cable,3,S,2:00 AM,overnight,60,"80,958",44645.96944,54.03%
series229,network26,Cable,1,F,9:00 AM,daytime,90,"80,923",48970.5,39.00%
series607,network2,Cable,3,S,8:30 AM,earlymorning,30,"80,878",20376.84361,49.60%
series429,network9,Cable,1,M,7:00 PM,primeaccess,120,"80,663",38224.13528,23.06%
series820,network46,Cable,1,F,6:30 PM,earlyfringe,90,"80,498",47188.16889,37.12%
series563,network32,Cable,2,R,5:00 AM,overnight,30,"80,442",28299.69389,69.07%
series1409,network35,Cable,1,U,5:00 PM,earlyfringe,60,"80,336",27512.96556,33.80%
series217,network22,Cable,1,U,2:00 PM,daytime,60,"80,201",42607,51.00%
series326,network8,Cable,2,F,12:30 AM,latefringe,30,"80,184",25689.63528,62.90%
series21,network14,Cable,1,R,7:00 PM,primeaccess,180,"80,179",55892.15556,21.06%
series1400,network24,Cable,1,U,6:00 PM,earlyfringe,120,"79,931",53102.17583,31.76%
series322,network9,Cable,1,F,1:00 AM,latefringe,90,"79,806",43814.26528,35.64%
series1079,network20,Cable,3,U,2:00 AM,overnight,30,"79,775",29659.54389,72.75%
series1084,network34,Cable,2,S U,5:00 AM,overnight,60,"79,772",36215.06083,44.21%
series1420,network9,Cable,2,U,1:00 AM,latefringe,30,"79,666",25584.38722,63.10%
series404,network5,Broadcast,4,U,7:00 AM,earlymorning,60,"79,664",35800.38028,42.58%
series217,network22,Cable,1,U,1:00 PM,daytime,60,"79,621",40926,49.00%
series906,network35,Cable,1,F,7:00 PM,primeaccess,60,"79,568",23807.77417,29.45%
series347,network2,Cable,4,U,7:30 AM,earlymorning,30,"79,540",20587.00722,50.95%
series297,network26,Cable,1,M,4:30 PM,earlyfringe,30,"79,165",25283.08778,62.13%
series1121,network67,Cable,1,U,7:30 PM,primeaccess,210,"79,076",39000.71861,13.60%
series164,network35,Cable,1,S,5:00 PM,earlyfringe,60,"79,039",30860.30194,38.47%
series82,network30,Cable,1,M,6:00 PM,earlyfringe,60,"79,039",30615.99278,38.10%
series1371,network36,Cable,1,S,11:00 PM,latefringe,60,"79,037",26603.96222,32.91%
series71,network28,Cable,2,R,7:18 PM,primeaccess,35,"78,948",24435.3375,51.86%
series1274,network33,Cable,1,S,3:00 PM,daytime,60,"78,899",37495,46.00%
series1439,network33,Cable,3,S,7:30 PM,primeaccess,30,"78,876",23431.5725,58.12%
series874,network30,Cable,1,T,7:30 PM,primeaccess,30,"78,856",20648.43306,51.40%
