series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed,AirDay_Num,APV_linear,index_linear,APV_logarithm,Index_Logarith,APV_Daypart,Index_Daypart,APV_network,Index_network,Engagement index
series825,network5,Broadcast,3,U,0.520833333,daytime,30,387866,109537.5,55,1,59.08,0.930941097,60.69784918,0.906127659,48.112,1.143165946,47.37,1.161072409,1.070122005
series65,network26,Cable,5,TS,0.854166667,prime,30,387444,116834.1675,58.58,2,59.08,0.991536899,60.69784918,0.965108332,45,1.301777778,64.14,0.913314624,1.060066911
series977,network28,Cable,8,SU,0.708333333,earlyfringe,30,386560,113401.3633,57.36,2,59.08,0.970886933,60.69784918,0.945008773,46.72,1.227739726,64.94,0.883276871,1.018675123
series177,network32,Cable,2,U,0.75,earlyfringe,30,386412,133459.6469,65.48,1,59.08,1.108327691,60.69784918,1.078786166,46.72,1.401541096,64.58,1.013936203,1.164754488
series81,network18,Broadcast,6,SU,0.8125,primeaccess,30,386358,116845.6206,58.74,2,59.08,0.994245091,60.69784918,0.96774434,43.7,1.34416476,42.98,1.366682178,1.226197093
series1201,network4,Broadcast,2,RF,0.036111111,latefringe,60,386181,271113.1597,68.14,2,50.152,1.358669644,45.55951476,1.495626114,51.59,1.320798604,50.69,1.344249359,1.386891359
series455,network18,Broadcast,20,MTWRF,0.25,earlymorning,60,385811,162516.0267,39.3,5,50.152,0.783617802,45.55951476,0.862607958,42.33,0.928419561,42.98,0.914378781,0.9018021
series632,network13,Broadcast,24,MTWRFS,0.791666667,primeaccess,30,384328,135473.3917,67.71,6,59.08,1.146073121,60.69784918,1.115525524,43.7,1.549427918,50.73,1.334713187,1.33322221
series91,network34,Cable,3,U,0.458333333,daytime,60,382510,184764,46,1,50.152,0.917211677,45.55951476,1.009668348,48.112,0.956102428,47.04,0.977891156,0.981220644
series31,network18,Broadcast,4,S,0,latefringe,30,382405,139680.8669,71.64,1,59.08,1.212593094,60.69784918,1.180272464,51.59,1.38864121,42.98,1.666821778,1.411911817
series1080,network48,Cable,4,WSU,0.854166667,prime,30,380884,115362.2239,58.72,3,59.08,0.993906567,60.69784918,0.967414839,45,1.304888889,55.41,1.05973651,1.110680079
series1429,network6,Cable,8,TR,0.770833333,earlyfringe,30,380132,107475.9519,55.72,2,59.08,0.943127962,60.69784918,0.917989694,46.72,1.192636986,60.5,0.920991736,1.010539472
series86,network30,Cable,3,F,0.000694444,latefringe,60,379961,187929.6089,48,1,50.152,0.957090445,45.55951476,1.053566972,51.59,0.930412871,45.82,1.047577477,1.010519107
series805,network32,Cable,8,MTWRFSU,0.145833333,overnight,30,379948,143685.9992,73.75,7,59.08,1.24830738,60.69784918,1.215034816,61.93,1.190860649,64.58,1.141994426,1.182629963
series1062,network11,Cable,3,U,0.020833333,latefringe,90,379315,227238.8875,38.63,1,41.224,0.93707549,36.7041568,1.052469349,51.59,0.748788525,37.35,1.034270415,0.945176096
series1218,network20,Cable,19,MTWRF,0.333333333,earlymorning,60,379019,200733.3953,51.38,5,50.152,1.024485564,45.55951476,1.127755646,42.33,1.213796362,55.26,0.929786464,1.090446157
series876,network45,Cable,5,WS,0.875,prime,30,378859,108876.2358,55.31,2,59.08,0.936188219,60.69784918,0.911234924,45,1.229111111,56.5,0.978938053,1.039761363
series21,network13,Broadcast,1,U,0.625,daytime,190,378283,213392.1667,17,1,11.464,1.482903001,20.38499426,0.833946764,48.112,0.353342202,50.73,0.335107432,0.507465466
series92,network34,Cable,3,S,0.5,daytime,60,378277,183375,47,1,50.152,0.937151061,45.55951476,1.03161766,48.112,0.976887263,47.04,0.99914966,1.002551528
series805,network32,Cable,7,MTWRFSU,0.208333333,overnight,30,377362,133929.2064,68.98,7,59.08,1.167569397,60.69784918,1.136448835,61.93,1.113838204,64.58,1.068132549,1.106139863
series610,network13,Broadcast,24,MTWRFS,0.8125,primeaccess,30,376829,125487.1614,64.04,6,59.08,1.083953961,60.69784918,1.055062096,43.7,1.465446224,50.73,1.262369407,1.260959242
series1112,network5,Broadcast,4,S,0.4375,daytime,30,376707,131276,68,1,59.08,1.15098172,60.69784918,1.120303288,48.112,1.413368806,47.37,1.435507705,1.323059933
series128,network13,Broadcast,8,SU,0.479166667,daytime,30,376358,136664,71,2,59.08,1.201760325,60.69784918,1.169728433,48.112,1.475723312,50.73,1.399566332,1.348339359
series950,network40,Cable,4,U,0.916666667,prime,60,375891,166024.0156,42.45,1,50.152,0.846426862,45.55951476,0.931748291,45,0.943333333,36.07,1.176878292,1.017319972
series1231,network32,Cable,3,SU,0.333333333,earlymorning,30,374087,112267.8061,58.3,2,59.08,0.986797563,60.69784918,0.960495319,42.33,1.377273801,64.58,0.902756271,1.08017513
series1289,network37,Broadcast,4,R,0.833333333,prime,60,373936,163579.3047,42.39,1,50.152,0.845230499,45.55951476,0.930431332,45,0.942,42.24,1.003551136,0.958660823
series602,network6,Cable,8,MWF,0.770833333,earlyfringe,30,371208,104848.1436,55.64,3,59.08,0.941773866,60.69784918,0.91667169,46.72,1.190924658,60.5,0.919669421,1.00908859
series319,network13,Broadcast,4,U,0,latefringe,60,371068,253950.9989,66.86,1,50.152,1.333147232,45.55951476,1.467530994,51.59,1.295987594,50.73,1.317957816,1.360492135
series679,network13,Broadcast,1,M,0.916666667,prime,60,371051,176035.4067,44.88,1,50.152,0.894879566,45.55951476,0.985085119,45,0.997333333,50.73,0.884683619,0.95570069
series810,network35,Cable,5,MWU,0.791666667,primeaccess,60,371024,129188.5533,34.23,3,50.152,0.682525124,45.55951476,0.751324947,43.7,0.783295195,42.65,0.802579132,0.779066425
series148,network26,Cable,4,F,0.770833333,earlyfringe,30,370785,115986.8731,60.1,1,59.08,1.017264726,60.69784918,0.990150406,46.72,1.286386986,64.14,0.937012785,1.071183392
series580,network35,Cable,3,U,0.833333333,prime,60,369906,144347.4122,37.98,1,50.152,0.757297815,45.55951476,0.833634866,45,0.844,42.65,0.890504103,0.856046323
series894,network30,Cable,5,MF,0.104861111,overnight,30,369341,150016.1611,79.44,2,59.08,1.344617468,60.69784918,1.308777841,61.93,1.282738576,45.82,1.733740725,1.44175238
series1308,network28,Cable,15,MTWRFS,0.125,overnight,30,367478,132680.0047,71.02,6,59.08,1.202098849,60.69784918,1.170057934,61.93,1.146778621,64.94,1.093624885,1.13682048
series639,network26,Cable,5,MTRS,0.604166667,daytime,30,367226,119485,64,4,59.08,1.083276913,60.69784918,1.054403094,48.112,1.330229465,64.14,0.997817275,1.127483278
series572,network6,Cable,4,S,0.791666667,primeaccess,30,366480,110582.5264,59.09,1,59.08,1.000169262,60.69784918,0.973510607,43.7,1.352173913,60.5,0.976694215,1.100792912
series329,network35,Cable,4,MTRS,0.958333333,latefringe,60,366479,130850.8792,34.71,4,50.152,0.692096028,45.55951476,0.761860616,51.59,0.672804807,42.65,0.813833529,0.749499651
series930,network6,Cable,4,T,0.958333333,latefringe,30,365335,101977.9417,54.46,1,59.08,0.921800948,60.69784918,0.897231133,51.59,1.055630936,60.5,0.900165289,0.95100912
series1020,network6,Cable,4,R,0.875,prime,30,364511,98272.72694,52.64,1,59.08,0.890995261,60.69784918,0.867246545,45,1.169777778,60.5,0.870082645,0.969035656
series805,network32,Cable,7,MTWRFSU,0.1875,overnight,30,364068,130781.1667,69.81,7,59.08,1.181618145,60.69784918,1.150123125,61.93,1.127240433,64.58,1.080984825,1.119449461
series1020,network6,Cable,4,R,0.895833333,prime,30,363783,99204.77,53.19,1,59.08,0.900304672,60.69784918,0.876307822,45,1.182,60.5,0.879173554,0.979160458
series302,network4,Broadcast,1,S,0.875,prime,60,363620,173925.0528,45.5,1,50.152,0.907241984,45.55951476,0.998693692,45,1.011111111,50.69,0.897612941,0.969139248
series312,network6,Cable,5,MS,0.541666667,daytime,30,363185,120132.5,64,2,59.08,1.083276913,60.69784918,1.054403094,48.112,1.330229465,60.5,1.05785124,1.1474946
series677,network1,Cable,4,U,0.416666667,daytime,60,363084,190588,50,1,50.152,0.996969214,45.55951476,1.097465596,48.112,1.039241769,39.25,1.27388535,1.136864238
series419,network32,Cable,4,SU,0.3125,earlymorning,30,362678,110401.3761,59.33,2,59.08,1.00423155,60.69784918,0.977464619,42.33,1.401606426,64.58,0.918705482,1.099258842
series587,network32,Cable,2,S,0.895833333,prime,30,362207,125578.5969,65.7,1,59.08,1.112051456,60.69784918,1.082410677,45,1.46,64.58,1.017342831,1.186584502
series301,network48,Cable,7,FU,0.042361111,latefringe,60,360280,200550.8831,53.97,2,50.152,1.076128569,45.55951476,1.184604364,51.59,1.046132972,55.41,0.974011911,1.068249749
series65,network26,Cable,4,FSU,0.729166667,earlyfringe,30,359785,117474.7519,62.93,3,59.08,1.065165877,60.69784918,1.036774793,46.72,1.346960616,64.14,0.981135017,1.121623475
series572,network6,Cable,5,MW,0,latefringe,30,359623,113448.4042,61.8,2,59.08,1.046039269,60.69784918,1.018157988,51.59,1.197906571,60.5,1.021487603,1.079184054
series1118,network28,Cable,7,SU,0.625,daytime,30,359351,113806,62,2,59.08,1.049424509,60.69784918,1.021452998,48.112,1.288659794,64.94,0.954727441,1.088280077
series805,network32,Cable,7,MTWRFSU,0.166666667,overnight,30,358787,126502.1664,68.61,7,59.08,1.161306703,60.69784918,1.130353067,61.93,1.107863717,64.58,1.062403221,1.100206668
series1425,network22,Cable,2,M,0.833333333,prime,60,358421,135647.1589,36.14,1,50.152,0.720609348,45.55951476,0.793248132,45,0.803111111,42.1,0.858432304,0.818263849
series573,network6,Cable,5,FS,0.770833333,earlyfringe,30,358380,105934.6211,58.04,2,59.08,0.98239675,60.69784918,0.956211806,46.72,1.242294521,60.5,0.959338843,1.052615057
series573,network6,Cable,4,F,0.875,prime,30,358356,99199.28694,54.11,1,59.08,0.915876777,60.69784918,0.891464866,45,1.202444444,60.5,0.894380165,0.996096492
series329,network35,Cable,3,MTS,0.875,prime,60.33333333,357933,157616.085,41.94,3,50.0528,0.837915162,45.43851722,0.923005471,45,0.932,42.65,0.983352872,0.946119448
series1353,network42,Cable,4,S,0.916666667,prime,30,357860,101105.0186,54.84,1,59.08,0.928232905,60.69784918,0.903491651,45,1.218666667,32.45,1.689984592,1.270714303
series898,network13,Broadcast,2,R,0.854166667,prime,30,357631,103855.11,56.8,1,59.08,0.96140826,60.69784918,0.935782746,45,1.262222222,50.73,1.119653065,1.105886011
series1432,network21,Cable,2,FU,0.833333333,prime,120,357497,190799.1367,25.67,2,32.296,0.794835274,30.42118034,0.843819987,45,0.570444444,48.83,0.525701413,0.646655282
series760,network11,Cable,2,RF,0.541666667,daytime,180,356770,282390,25,2,14.44,1.731301939,21.56582238,1.159241672,48.112,0.519620885,37.35,0.669344043,0.782735533
series670,network17,Cable,6,WU,0,latefringe,60,356593,164678.9844,45.16,2,50.152,0.900462594,45.55951476,0.991230926,51.59,0.875363443,53.822,0.839062094,0.901885487
series87,network30,Cable,2,MF,0.958333333,latefringe,30,356406,108963.1233,58.6,2,59.08,0.991875423,60.69784918,0.965437833,51.59,1.135879046,45.82,1.278917503,1.126744794
series1246,network38,Cable,4,U,0.916666667,prime,60,356248,174107.3897,46.55,1,50.152,0.928178338,45.55951476,1.021740469,45,1.034444444,40.95,1.136752137,1.06431235
series1118,network28,Cable,7,SU,0.645833333,daytime,30,356237,114555,63,2,59.08,1.066350711,60.69784918,1.037928046,48.112,1.309444629,64.94,0.97012627,1.105832982
series1212,network4,Broadcast,1,S,0.833333333,prime,60,355647,183525.0108,49.34,1,50.152,0.98380922,45.55951476,1.08297905,45,1.096444444,50.69,0.973367528,1.050930341
series1393,network13,Broadcast,24,MTWRFS,0.8125,primeaccess,30,355320,130721.2425,70.74,6,59.08,1.197359513,60.69784918,1.16544492,43.7,1.618764302,50.73,1.394441159,1.39288346
series1333,network9,Cable,4,T,0.916666667,prime,30,354998,90965.3675,49.89,1,59.08,0.844448206,60.69784918,0.821940162,45,1.108666667,58.54,0.852237786,0.927614872
series533,network45,Cable,4,T,0.854166667,prime,30,354540,89079.92056,48.74,1,59.08,0.824983074,60.69784918,0.802993857,45,1.083111111,56.5,0.862654867,0.916253278
series740,network21,Cable,1,U,0.833333333,prime,132,354347,198030.8381,23.93,1,28.7248,0.833078037,28.33960601,0.844401294,45,0.531777778,48.83,0.490067581,0.622082218
series1353,network42,Cable,4,S,0.9375,prime,30,354178,108925.1678,59.6,1,59.08,1.008801625,60.69784918,0.981912882,45,1.324444444,32.45,1.836671803,1.38100971
series805,network32,Cable,3,MF,0.895833333,prime,30,353990,120962.2261,65.74,2,59.08,1.112728504,60.69784918,1.083069678,45,1.460888889,64.58,1.017962217,1.187306928
series587,network32,Cable,2,S,0.708333333,earlyfringe,30,351234,115586.6125,63.27,1,59.08,1.070920785,60.69784918,1.042376309,46.72,1.354238014,64.58,0.979715082,1.125443135
series1080,network48,Cable,4,WSU,0.833333333,prime,30,350476,99496.77417,55.23,3,59.08,0.934834123,60.69784918,0.90991692,45,1.227333333,55.41,0.996751489,1.044667248
series282,network25,Cable,4,TU,0.916666667,prime,60,349649,171788.7436,46.95,2,50.152,0.936154092,45.55951476,1.030520194,45,1.043333333,36.74,1.277898748,1.117250759
series587,network32,Cable,2,S,0.729166667,earlyfringe,30,349097,115470.0206,63.46,1,59.08,1.074136764,60.69784918,1.045506568,46.72,1.358304795,64.58,0.982657169,1.128822844
series1261,network18,Broadcast,1,U,0.833333333,prime,120,348991,167158.5394,22.6,1,32.296,0.699777062,30.42118034,0.742903456,45,0.502222222,42.98,0.525825966,0.590317215
series930,network6,Cable,4,T,0.895833333,prime,30,348156,98722.85917,55.32,1,59.08,0.936357481,60.69784918,0.911399675,45,1.229333333,60.5,0.914380165,1.018371058
series1099,network32,Cable,2,S,0.479166667,daytime,30,348086,127336,70,1,59.08,1.184834123,60.69784918,1.153253384,48.112,1.454938477,64.58,1.083926912,1.230706258
series1331,network30,Cable,3,TR,0.958333333,latefringe,61,347860,148240.8947,40.71,2,49.8544,0.816577875,45.19851481,0.900693312,51.59,0.789106416,45.82,0.888476648,0.859425459
series852,network32,Cable,1,S,0.916666667,prime,90,347334,226962.7356,39.13,1,41.224,0.949204347,36.7041568,1.066091784,45,0.869555556,64.58,0.605915144,0.847187494
series660,network26,Cable,4,U,0.916666667,prime,30,347126,107132.7783,59.8,1,59.08,1.012186865,60.69784918,0.985207891,45,1.328888889,64.14,0.932335516,1.082144099
series1096,network30,Cable,4,R,0.042361111,latefringe,60,346493,206813.3306,58.07,1,50.152,1.157880045,45.55951476,1.274596543,51.59,1.125605738,45.82,1.267350502,1.222517594
series1059,network32,Cable,2,S,0.604166667,daytime,30,345722,115340,64,1,59.08,1.083276913,60.69784918,1.054403094,48.112,1.330229465,64.58,0.991018891,1.12521715
series91,network34,Cable,3,S,0.541666667,daytime,60,345534,166110,46,1,50.152,0.917211677,45.55951476,1.009668348,48.112,0.956102428,47.04,0.977891156,0.981220644
series1245,network38,Cable,4,R,0.916666667,prime,60,344742,171500.3097,47.27,1,50.152,0.942534695,45.55951476,1.037543974,45,1.050444444,40.95,1.154334554,1.080774324
series620,network17,Cable,4,S,0.958333333,latefringe,60,344340,138151.2956,38.94,1,50.152,0.776439624,45.55951476,0.854706206,51.59,0.754797441,53.822,0.723495968,0.777666538
series558,network26,Cable,5,TW,0.833333333,prime,30,344217,99128.84472,56.22,2,59.08,0.951591063,60.69784918,0.926227218,45,1.249333333,64.14,0.876520112,1.017360221
series528,network5,Broadcast,1,W,0.896527778,prime,29,343861,107194.3161,61.3,1,59.3776,1.032375845,61.43825907,0.997749626,45,1.362222222,47.37,1.294067976,1.218013275
series646,network42,Cable,4,W,0.916666667,prime,61.5,342718,197868.695,54.01,1,49.7056,1.086597888,45.0202281,1.199682949,45,1.200222222,32.45,1.66440678,1.35477065
series524,network5,Broadcast,5,SU,0.458333333,daytime,30,342308,115342.5,66,2,59.08,1.117129316,60.69784918,1.087353191,48.112,1.371799135,47.37,1.39328689,1.284146406
series950,network40,Cable,5,WU,0.958333333,latefringe,60,342084,132551.0275,37.67,2,50.152,0.751116606,45.55951476,0.82683058,51.59,0.730180267,36.07,1.044358192,0.867123013
series979,network6,Cable,6,FS,0.6875,earlyfringe,30,341930,109897.9444,62.98,2,59.08,1.066012187,60.69784918,1.037598545,46.72,1.348030822,60.5,1.040991736,1.142207034
series1155,network47,Cable,13,MTWRF,0.791666667,primeaccess,60,341338,166556.5614,47.49,5,50.152,0.946921359,45.55951476,1.042372823,43.7,1.086727689,40.51,1.172303135,1.100467882
series796,network6,Cable,4,M,0.958333333,latefringe,30,341137,93902.79528,53.88,1,59.08,0.911983751,60.69784918,0.887675605,51.59,1.044388447,60.5,0.890578512,0.940880855
series355,network17,Cable,4,U,0.645833333,daytime,30,341057,104298,60,1,59.08,1.015572106,60.69784918,0.988502901,48.112,1.247090123,53.822,1.114785775,1.116792933
series21,network13,Broadcast,1,S,0.541666667,daytime,180,341047,268962,25,1,14.44,1.731301939,21.56582238,1.159241672,48.112,0.519620885,50.73,0.492805046,0.723889201
series613,network30,Cable,2,U,0.916666667,prime,60,340790,141290.2889,39.68,1,50.152,0.791194768,45.55951476,0.870948697,45,0.881777778,45.82,0.865997381,0.872907952
series956,network26,Cable,4,U,0.979166667,latefringe,15,340775,65011.16528,74.34,1,63.544,1.169898023,75.83618361,0.980270848,51.59,1.440976934,64.14,1.159027128,1.19342497
series639,network26,Cable,6,SU,0.270833333,earlymorning,30,340741,103208.0153,59.45,2,59.08,1.006262695,60.69784918,0.979441624,42.33,1.404441295,64.14,0.926878703,1.103587207
series307,network4,Broadcast,1,S,0.875,prime,60,340048,172875.9558,48.11,1,50.152,0.959283777,45.55951476,1.055981396,45,1.069111111,50.69,0.949102387,1.024731631
series1118,network28,Cable,7,SU,0.604166667,daytime,30,338982,108906,63,2,59.08,1.066350711,60.69784918,1.037928046,48.112,1.309444629,64.94,0.97012627,1.105832982
series573,network6,Cable,4,U,0.6875,earlyfringe,30,338935,105927.4797,61.19,1,59.08,1.035714286,60.69784918,1.008108208,46.72,1.309717466,60.5,1.011404959,1.109743544
series41,network5,Broadcast,20,MTWRF,0.791666667,primeaccess,30,338637,100276.2206,56.58,5,59.08,0.957684496,60.69784918,0.932158236,43.7,1.294736842,47.37,1.194426852,1.140440643
series406,network13,Broadcast,20,MTWRF,0.25,earlymorning,60,337741,164628.5556,44.08,5,50.152,0.878928059,45.55951476,0.967525669,42.33,1.041341838,50.73,0.868913858,0.959260455
series930,network6,Cable,4,T,0.979166667,latefringe,30,337002,104551.6781,60.58,1,59.08,1.025389303,60.69784918,0.998058429,51.59,1.174258577,60.5,1.001322314,1.057879773
series1257,network27,Cable,4,M,0.833333333,prime,60,336838,191783.8286,53.87,1,50.152,1.074134631,45.55951476,1.182409433,45,1.197111111,27.85,1.934290844,1.437937129
series1377,network32,Cable,2,U,0.8125,primeaccess,30,334787,111446.2047,63.32,1,59.08,1.071767095,60.69784918,1.043200061,43.7,1.448970252,64.58,0.980489316,1.15755321
series677,network1,Cable,8,FSU,0.166666667,overnight,60,334383,169610.9089,49.59,3,50.152,0.988794066,45.55951476,1.088466378,61.93,0.800742774,39.25,1.26343949,1.050882881
series202,network48,Cable,4,U,0.916666667,prime,60,334218,160940.7978,46.13,1,50.152,0.919803796,45.55951476,1.012521758,45,1.025111111,55.41,0.832521206,0.956718025
series143,network11,Cable,4,U,0.520833333,daytime,30,333546,97708,57,1,59.08,0.9647935,60.69784918,0.939077756,48.112,1.184735617,37.35,1.526104418,1.216639263
series1096,network30,Cable,2,R,0.833333333,prime,60,333147,132213.2344,38.4,1,50.152,0.765672356,45.55951476,0.842853577,45,0.853333333,45.82,0.838061982,0.844749631
series937,network7,Cable,4,RU,0.916666667,prime,60,333138,158302.7356,45.04,2,50.152,0.898069868,45.55951476,0.988597008,45,1.000888889,49.4,0.911740891,0.967075596
series645,network34,Cable,3,S,0.875,prime,60,332919,137996.6344,39.68,1,50.152,0.791194768,45.55951476,0.870948697,45,0.881777778,47.04,0.843537415,0.865421296
series1287,network6,Cable,4,U,0.729166667,earlyfringe,30,332341,106056.9814,62.5,1,59.08,1.05788761,60.69784918,1.029690522,46.72,1.337756849,60.5,1.033057851,1.133501741
series805,network32,Cable,6,MTWRFS,0.229166667,overnight,30,332164,117394.1811,68.72,6,59.08,1.163168585,60.69784918,1.132165323,61.93,1.109639916,64.58,1.064106535,1.101970591
series191,network18,Broadcast,2,U,0.854166667,prime,30,331960,94359.75917,54.57,1,59.08,0.92366283,60.69784918,0.899043388,45,1.212666667,42.98,1.269660307,1.127123454
series977,network28,Cable,8,SU,0.729166667,earlyfringe,30,331654,108450.4703,64.03,2,59.08,1.083784699,60.69784918,1.054897346,46.72,1.370505137,64.94,0.985987065,1.137129849
series59,network13,Broadcast,20,MTWRF,0.791666667,primeaccess,30,331592,101426.0894,59.09,5,59.08,1.000169262,60.69784918,0.973510607,43.7,1.352173913,50.73,1.164794007,1.163492842
series573,network6,Cable,4,F,0,latefringe,30,331587,104855.0967,61.75,1,59.08,1.045192959,60.69784918,1.017334236,51.59,1.196937391,60.5,1.020661157,1.078310928
series126,network30,Cable,4,U,0.000694444,latefringe,60,331030,167305.3058,49.25,1,50.152,0.982014675,45.55951476,1.081003612,51.59,0.954642373,45.82,1.074858141,1.036834708
series560,network6,Cable,4,U,0.375,daytime,60,330852,150304,44,1,50.152,0.877332908,45.55951476,0.965769724,48.112,0.914532757,60.5,0.727272727,0.869191736
series1221,network21,Cable,4,T,0.833333333,prime,30,330148,84797.45083,49.98,1,59.08,0.845971564,60.69784918,0.823422916,45,1.110666667,48.83,1.023551096,0.985880226
series781,network56,Cable,4,U,0.333333333,earlymorning,240,330014,150827.6556,11.05,1,-3.416,-3.234777518,15.28284591,0.723032874,42.33,0.261044177,28.3,0.390459364,0.458178805
series30,network13,Broadcast,1,R,0.916666667,prime,60,329896,127052.2336,36.78,1,50.152,0.733370554,45.55951476,0.807295692,45,0.817333333,50.73,0.725014784,0.783214603
series587,network32,Cable,2,MR,0.541666667,daytime,60,329727,171316,50,2,50.152,0.996969214,45.55951476,1.097465596,48.112,1.039241769,64.58,0.774233509,0.970313625
series930,network6,Cable,4,T,0.875,prime,30,329429,88309.50889,52.41,1,59.08,0.887102234,60.69784918,0.863457284,45,1.164666667,60.5,0.866280992,0.964801647
series560,network6,Cable,4,U,0,latefringe,60,329050,164869.4208,48.73,1,50.152,0.971646196,45.55951476,1.069589969,51.59,0.9445629,60.5,0.805454545,0.939869138
series893,network17,Cable,4,S,0.458333333,daytime,30,328859,100118,59,1,59.08,0.998645904,60.69784918,0.972027853,48.112,1.226305288,53.822,1.096206012,1.098179718
series942,network26,Cable,5,TRU,0.697916667,earlyfringe,15,328784,65352.07333,77.31,3,63.544,1.216637291,75.83618361,1.019434211,46.72,1.654751712,64.14,1.205332086,1.29317267
series915,network26,Cable,4,S,0.375,daytime,30,328772,111026,65,1,59.08,1.100203114,60.69784918,1.070878143,48.112,1.3510143,64.14,1.01340817,1.145100204
series311,network17,Cable,4,U,0.958333333,latefringe,60,328371,132899.6817,39.32,1,50.152,0.78401659,45.55951476,0.863046944,51.59,0.76216321,53.822,0.730556278,0.785255477
series539,network4,Broadcast,1,S,0.875,prime,60,328159,159339.8331,46.12,1,50.152,0.919604403,45.55951476,1.012302265,45,1.024888889,50.69,0.909844151,0.982345102
series681,network22,Cable,4,T,0.666666667,earlyfringe,60,328073,172853.3186,50.92,1,50.152,1.015313447,45.55951476,1.117658963,46.72,1.08989726,42.1,1.209501188,1.139019137
series87,network30,Cable,2,F,0.916666667,prime,30,327900,102514.1631,60.42,1,59.08,1.02268111,60.69784918,0.995422421,45,1.342666667,45.82,1.318638149,1.218909079
series948,network17,Cable,4,U,0.541666667,daytime,60,327803,155676,46,1,50.152,0.917211677,45.55951476,1.009668348,48.112,0.956102428,53.822,0.854669094,0.940146623
series572,network6,Cable,3,W,0.895833333,prime,30,327617,91418.52917,54.4,1,59.08,0.920785376,60.69784918,0.89624263,45,1.208888889,60.5,0.899173554,1.001435024
series23,network4,Broadcast,1,U,0.541666667,daytime,216,327509,274467.6,22,1,3.7264,5.903821383,17.58391958,1.25114312,48.112,0.457266378,50.69,0.434010653,0.71414005
series678,network22,Cable,12,MWRF,0.25,earlymorning,60,327467,156217.7419,46.43,4,50.152,0.925785612,45.55951476,1.019106552,42.33,1.09685802,42.1,1.102850356,1.07293831
series556,network8,Cable,5,WS,0,latefringe,60,327336,146890.9975,43.89,2,50.152,0.875139576,45.55951476,0.9633553,51.59,0.850746269,51.62,0.85025184,0.888117803
series1425,network22,Cable,2,M,0.961805556,latefringe,61.5,327197,109195.4933,30.84,1,49.7056,0.620453229,45.0202281,0.685025405,51.59,0.597790269,42.1,0.732541568,0.671785747
series847,network13,Broadcast,1,U,0.520833333,daytime,177,326301,185392.75,18,1,15.3328,1.173953877,21.93288984,0.820685287,48.112,0.374127037,50.73,0.354819633,0.516543986
series894,network30,Cable,2,F,0.895833333,prime,30,326128,101069.0508,60.1,1,59.08,1.017264726,60.69784918,0.990150406,45,1.335555556,45.82,1.311654299,1.21245342
series255,network17,Cable,4,U,0.5,daytime,60,326125,152412,45,1,50.152,0.897272292,45.55951476,0.987719036,48.112,0.935317592,53.822,0.836089332,0.919708653
series580,network35,Cable,3,U,0.958333333,latefringe,60,325791,128271.2358,38.14,1,50.152,0.760488116,45.55951476,0.837146756,51.59,0.73929056,42.65,0.894255569,0.823564295
series1012,network6,Cable,4,S,0,latefringe,30,325246,101841.725,61.22,1,59.08,1.036222072,60.69784918,1.00860246,51.59,1.186664082,60.5,1.011900826,1.06905579
series1377,network32,Cable,2,SU,0.583333333,daytime,30,324641,109908,65,2,59.08,1.100203114,60.69784918,1.070878143,48.112,1.3510143,64.58,1.006503561,1.142798668
series1194,network34,Cable,4,S,0.583333333,daytime,30,324598,104458,62,1,59.08,1.049424509,60.69784918,1.021452998,48.112,1.288659794,47.04,1.318027211,1.209380001
series1062,network11,Cable,4,M,0.25,earlymorning,90,324356,141086.6069,28.01,1,41.224,0.679458568,36.7041568,0.763128824,42.33,0.661705646,37.35,0.749933066,0.724922512
series355,network17,Cable,4,U,0.625,daytime,30,323779,93738,57,1,59.08,0.9647935,60.69784918,0.939077756,48.112,1.184735617,53.822,1.059046487,1.060953286
series1355,network21,Cable,4,W,0.833333333,prime,30,323557,86427.22861,51.34,1,59.08,0.868991198,60.69784918,0.845828982,45,1.140888889,48.83,1.051402826,1.012706899
series394,network21,Cable,4,S,0.729166667,earlyfringe,30,323427,103782.2575,62.4,1,59.08,1.05619499,60.69784918,1.028043017,46.72,1.335616438,48.83,1.277902929,1.213854128
series441,network6,Cable,4,U,0.708333333,earlyfringe,30,323035,102789.65,62.33,1,59.08,1.055010156,60.69784918,1.026889764,46.72,1.334118151,60.5,1.030247934,1.130418616
series644,network1,Cable,1,S,0.830555556,primeaccess,145,322833,185461.9511,22.57,1,24.856,0.908030254,26.28813507,0.858562235,43.7,0.516475973,39.25,0.575031847,0.650023352
series345,network6,Cable,4,U,0.770833333,earlyfringe,30,322468,101603.5564,61.76,1,59.08,1.045362221,60.69784918,1.017498986,46.72,1.321917808,60.5,1.020826446,1.12008108
series1423,network22,Cable,1,M,0.875,prime,135,321186,310202.4386,37.66,1,27.832,1.353118712,27.84879884,1.35230249,45,0.836888889,42.1,0.894536817,1.027909399
series1429,network6,Cable,4,U,0.458333333,daytime,30,321162,104764,63,1,59.08,1.066350711,60.69784918,1.037928046,48.112,1.309444629,60.5,1.041322314,1.129564996
series355,network17,Cable,4,W,0.958333333,latefringe,30,320347,76759.67,46.88,1,59.08,0.793500339,60.69784918,0.772350267,51.59,0.908703237,53.822,0.871019286,0.85069093
