series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed,AirDay_Num,APV_linear,index_linear,APV_logarithm,Index_Logarith,APV_Daypart,Index_Daypart,APV_network,Index_network,Engagement index
series1305,network30,Cable,1,U,0.583333333,daytime,120,128777,73128,28,1,32.296,0.866980431,30.42118034,0.920411361,48.112,0.581975391,45.82,0.611086862,0.704491204
series356,network20,Cable,4,M,0.791666667,primeaccess,60,128774,58210.71972,43.97,1,50.152,0.876734726,45.55951476,0.965111245,43.7,1.00617849,55.26,0.795693087,0.922327607
series1097,network3,Cable,1,U,0.770833333,earlyfringe,150,128604,67878.42556,20.57,1,23.368,0.880263608,25.54772518,0.805159749,46.72,0.440282534,38.84,0.529608651,0.591683645
series964,network32,Cable,2,S,0.25,earlymorning,30,128201,38744.83056,59.21,1,59.08,1.002200406,60.69784918,0.975487613,42.33,1.398771557,64.58,0.916847321,1.097035497
series298,network26,Cable,4,S,0.083333333,overnight,30,128172,47343.43722,72.69,1,59.08,1.230365606,60.69784918,1.197571264,61.93,1.17374455,64.14,1.133302152,1.168205989
series991,network9,Cable,1,U,0.791666667,primeaccess,120,127915,54977.46,20.84,1,32.296,0.645281149,30.42118034,0.685049027,43.7,0.476887872,58.54,0.3559959,0.5059776
series87,network30,Cable,2,F,0.104861111,overnight,30,127720,51730.25778,79.19,1,59.08,1.340385917,60.69784918,1.304659079,61.93,1.27870176,45.82,1.728284592,1.437215144
series483,network26,Cable,2,S,0.458333333,daytime,30,127530,42463,64,1,59.08,1.083276913,60.69784918,1.054403094,48.112,1.330229465,64.14,0.997817275,1.127483278
series988,network8,Cable,3,F,0.8125,primeaccess,30,127470,36833.22472,56.82,1,59.08,0.961746784,60.69784918,0.936112247,43.7,1.300228833,51.62,1.100736149,1.112359076
series361,network40,Cable,3,S,0.791666667,primeaccess,60,127452,48370.5625,37.31,1,50.152,0.743938427,45.55951476,0.818928827,43.7,0.853775744,36.07,1.034377599,0.902360723
series255,network17,Cable,4,R,0.083333333,overnight,60,127426,78456.02444,60.44,1,50.152,1.205136385,45.55951476,1.326616412,61.93,0.975940578,53.822,1.122960871,1.141839287
series162,network26,Cable,1,S,0.645833333,daytime,90,127341,79524,39,1,41.224,0.946050844,36.7041568,1.062549951,48.112,0.81060858,64.14,0.608044902,0.827067811
series1390,network42,Cable,1,U,0.958333333,latefringe,120,127280,73664.55778,27.83,1,32.296,0.861716621,30.42118034,0.914823149,51.59,0.539445629,32.45,0.857627119,0.770631966
series359,network48,Cable,3,W,0.021527778,latefringe,30,127226,44203.36389,68.01,1,59.08,1.151150982,60.69784918,1.120468038,51.59,1.318278736,55.41,1.227395777,1.222047517
series1140,network33,Cable,1,F,0.708333333,earlyfringe,178,127219,79809.66667,20.11,1,15.0352,1.337527934,21.80984726,0.922060561,46.72,0.430436644,58.74,0.342356146,0.564951117
series1252,network23,Cable,4,S,0.3125,earlymorning,30,127214,38934.76361,59.81,1,59.08,1.012356127,60.69784918,0.985372642,42.33,1.412945901,35.58,1.681000562,1.359773035
series363,network32,Cable,1,R,0.375,daytime,60,126616,73059,55,1,50.152,1.096666135,45.55951476,1.207212155,48.112,1.143165946,64.58,0.85165686,1.067344987
series1056,network46,Cable,4,U,0.791666667,primeaccess,60,126578,44198.02972,34.13,1,50.152,0.680531185,45.55951476,0.749130016,43.7,0.781006865,42.37,0.805522776,0.778553219
series483,network26,Cable,2,S,0.479166667,daytime,30,126522,42551,65,1,59.08,1.100203114,60.69784918,1.070878143,48.112,1.3510143,64.14,1.01340817,1.145100204
series844,network22,Cable,1,U,0.520833333,daytime,120,126441,69914,26,1,32.296,0.805053257,30.42118034,0.854667692,48.112,0.54040572,42.1,0.617577197,0.670883537
series1232,network24,Cable,1,S,0.916666667,prime,120,126292,80884.31361,30.21,1,32.296,0.935409958,30.42118034,0.993058115,45,0.671333333,32.2,0.938198758,0.867530069
series440,network23,Cable,1,S,0.354166667,earlymorning,180,126281,84384.08806,21.38,1,14.44,1.480609418,21.56582238,0.991383478,42.33,0.50507914,35.58,0.600899382,0.699120667
series1294,network27,Cable,1,U,0.75,earlyfringe,120,126070,81829.9175,31.21,1,32.296,0.966373545,30.42118034,1.025929949,46.72,0.66802226,27.85,1.12064632,0.93819951
series21,network14,Cable,1,U,0.8125,primeaccess,206,125817,117741.2153,23.75,1,6.7024,3.543506804,18.61918447,1.275566072,43.7,0.543478261,22.72,1.045334507,0.954792947
series557,network35,Cable,1,R,0.916666667,prime,60,125758,45122.00361,34.81,1,50.152,0.694089967,45.55951476,0.764055548,45,0.773555556,42.65,0.816178195,0.784596433
series137,network26,Cable,2,S,0.416666667,daytime,30,125574,41140,63,1,59.08,1.066350711,60.69784918,1.037928046,48.112,1.309444629,64.14,0.98222638,1.109866352
series894,network30,Cable,1,R,0.8125,primeaccess,30,125561,35464.18972,55.23,1,59.08,0.934834123,60.69784918,0.90991692,43.7,1.263844394,45.82,1.205368835,1.126376716
series437,network17,Cable,5,SU,0.125,overnight,60,125525,76859.61056,60.27,2,50.152,1.20174669,45.55951476,1.322885029,61.93,0.973195543,53.822,1.119802311,1.138627628
series631,network9,Cable,1,S,0.833333333,prime,60,125322,49900.87444,38.45,1,50.152,0.766669325,45.55951476,0.843951043,45,0.854444444,58.54,0.656815852,0.785070447
series696,network53,Cable,2,SU,0.791666667,primeaccess,120,125312,45098.55306,17.41,2,32.296,0.539076047,30.42118034,0.572298636,43.7,0.398398169,29.4,0.592176871,0.520957892
series1272,network15,Cable,1,S,0.875,prime,120,125057,86062.38306,32.62,1,32.296,1.010032202,30.42118034,1.072279236,45,0.724888889,33.83,0.964232929,0.920467018
series447,network45,Cable,3,F,0.020833333,latefringe,30,124931,41374.27444,64.64,1,59.08,1.094109682,60.69784918,1.064947125,51.59,1.252955999,56.5,1.144070796,1.153991307
series427,network15,Cable,1,S,0.791666667,primeaccess,120,124929,65777.505,25.37,1,32.296,0.785546198,30.42118034,0.833958437,43.7,0.580549199,33.83,0.749926101,0.721477912
series252,network26,Cable,1,U,0.479166667,daytime,90,124599,76636.5,40,1,41.224,0.970308558,36.7041568,1.089794821,48.112,0.831393415,64.14,0.623635797,0.848274678
series606,network30,Cable,1,S,0.583333333,daytime,120,124553,66386,26,1,32.296,0.805053257,30.42118034,0.854667692,48.112,0.54040572,45.82,0.5674378,0.654170404
series886,network13,Broadcast,8,SU,0.083333333,overnight,30,124519,54073.79667,85.27,2,59.08,1.443297224,60.69784918,1.404827373,61.93,1.376877119,50.73,1.680859452,1.487521315
series1045,network35,Cable,2,WS,0.958333333,latefringe,30,124514,31329.57306,49.28,2,59.08,0.834123223,60.69784918,0.811890383,51.59,0.955223881,42.65,1.155451348,0.974188537
series263,network42,Cable,1,S,0.479166667,daytime,150,124368,78000,24,1,23.368,1.027045532,25.54772518,0.939418278,48.112,0.498836049,32.45,0.739599384,0.725951237
series483,network26,Cable,2,S,0.4375,daytime,30,124227,39427,62,1,59.08,1.049424509,60.69784918,1.021452998,48.112,1.288659794,64.14,0.966635485,1.092249425
series8,network5,Broadcast,4,U,0.333333333,earlymorning,120,124196,78527.91945,29.36,1,32.296,0.909090909,30.42118034,0.965117056,42.33,0.693597921,47.37,0.619801562,0.759505513
series681,network22,Cable,4,T,0.25,earlymorning,60,124194,58947.28889,46.24,1,50.152,0.921997129,45.55951476,1.014936183,42.33,1.092369478,42.1,1.098337292,1.068547651
series34,network8,Cable,2,S,0.958333333,latefringe,60,124153,50052.92611,39.26,1,50.152,0.782820227,45.55951476,0.861729986,51.59,0.761000194,51.62,0.760557923,0.794429368
series1349,network32,Cable,1,U,0.958333333,latefringe,90,123936,64152.585,33.13,1,41.224,0.803658063,36.7041568,0.902622561,51.59,0.642178717,64.58,0.513007123,0.685936133
series1092,network26,Cable,4,U,0.125,overnight,15,123915,26249.72278,83.61,1,63.544,1.315781191,75.83618361,1.102508012,61.93,1.350072663,64.14,1.303554724,1.252045133
series1411,network25,Cable,1,S,0.958333333,latefringe,120,123890,82378.76167,31.61,1,32.296,0.978758979,30.42118034,1.039078683,51.59,0.612715643,36.74,0.860370169,0.837388165
series1039,network42,Cable,1,S,0.770833333,earlyfringe,150,123839,63484.88861,19.95,1,23.368,0.853731599,25.54772518,0.780891444,46.72,0.427011986,32.45,0.614791988,0.607565139
series1398,network42,Cable,1,S,0.979861111,latefringe,149,123791,75872.7725,23.71,1,23.6656,1.001876141,25.69381268,0.922790257,51.59,0.459585191,32.45,0.730662558,0.704346002
series329,network35,Cable,2,TS,0.75,earlyfringe,60,123742,50110.20306,39.59,2,50.152,0.789400223,45.55951476,0.868973259,46.72,0.847388699,42.65,0.928253224,0.881538394
series987,network21,Cable,4,F,0.354166667,earlymorning,30,123494,36309.73833,57.77,1,59.08,0.977826676,60.69784918,0.951763543,42.33,1.36475313,48.83,1.18308417,1.166533614
series437,network17,Cable,2,S,0,latefringe,60,123450,54846.99889,43.34,1,50.152,0.864172914,45.55951476,0.951283178,51.59,0.840085288,53.822,0.805246925,0.865538464
series568,network26,Cable,2,S,0.416666667,daytime,30,123372,40506,64,1,59.08,1.083276913,60.69784918,1.054403094,48.112,1.330229465,64.14,0.997817275,1.127483278
series719,network62,Cable,1,U,0.729166667,earlyfringe,150,123299,81814.21472,24.67,1,23.368,1.05571722,25.54772518,0.965643705,46.72,0.528039384,38.88,0.634516461,0.70939985
series635,network30,Cable,1,U,0.583333333,daytime,120,123124,79450,31,1,32.296,0.959871191,30.42118034,1.019026864,48.112,0.644329897,45.82,0.676560454,0.779972405
series1036,network20,Cable,3,S,0.791666667,primeaccess,60,123122,55783.34528,43.94,1,50.152,0.876136545,45.55951476,0.964452765,43.7,1.005491991,55.26,0.795150199,0.921698318
series476,network1,Cable,1,S,0.583333333,daytime,120,123104,67230,26,1,32.296,0.805053257,30.42118034,0.854667692,48.112,0.54040572,39.25,0.662420382,0.685831265
series529,network27,Cable,1,S,0.770833333,earlyfringe,150,122751,72745.34306,22.98,1,23.368,0.983396097,25.54772518,0.899493001,46.72,0.491866438,27.85,0.82513465,0.738831363
series114,network42,Cable,1,S,0.354166667,earlymorning,180,122671,75580.37861,19.66,1,14.44,1.361495845,21.56582238,0.911627651,42.33,0.464446019,32.45,0.605855162,0.660642944
series2,network2,Cable,3,U,0.708333333,earlyfringe,30,122478,37953.29444,61.05,1,59.08,1.033344617,60.69784918,1.005801702,46.72,1.30672089,55.77,1.094674556,1.135732383
series988,network8,Cable,3,F,0.791666667,primeaccess,30,122354,34029.67,54.73,1,59.08,0.926371022,60.69784918,0.901679396,43.7,1.252402746,51.62,1.060247966,1.071443369
series1128,network23,Cable,1,S,0.96875,latefringe,165,122104,77352.61306,22.2,1,18.904,1.174354634,23.46615085,0.946043522,51.59,0.430315953,35.58,0.623946037,0.666768504
series229,network26,Cable,1,U,0.479166667,daytime,90,121997,73597.5,39,1,41.224,0.946050844,36.7041568,1.062549951,48.112,0.81060858,64.14,0.608044902,0.827067811
series760,network11,Cable,3,MW,0.125,overnight,120,121978,92230.1525,37.21,2,32.296,1.152155066,30.42118034,1.223160955,61.93,0.600839658,37.35,0.996251673,0.940084095
series886,network22,Cable,8,SU,0.354166667,earlymorning,30,121945,34211.76917,55.02,2,59.08,0.931279621,60.69784918,0.90645716,42.33,1.299787385,42.1,1.306888361,1.171044302
series147,network1,Cable,1,S,0.020138889,latefringe,151,121866,74985.71944,23.75,1,23.0704,1.02945766,25.40260836,0.934943359,51.59,0.460360535,39.25,0.605095541,0.666799812
series61,network26,Cable,1,S,0.541666667,daytime,120,121769,71544,28,1,32.296,0.866980431,30.42118034,0.920411361,48.112,0.581975391,64.14,0.436545058,0.646310603
series66,network30,Cable,1,U,0.541666667,daytime,120,121721,65984,26,1,32.296,0.805053257,30.42118034,0.854667692,48.112,0.54040572,45.82,0.5674378,0.654170404
series894,network30,Cable,2,RF,0.520833333,daytime,30,121704,39372,63,2,59.08,1.066350711,60.69784918,1.037928046,48.112,1.309444629,45.82,1.374945439,1.240772705
series1010,network30,Cable,1,S,0.000694444,latefringe,120,121668,87633.06,34.66,1,32.296,1.073197919,30.42118034,1.139337778,51.59,0.671835627,45.82,0.756438237,0.855870547
series974,network21,Cable,1,U,0.3125,earlymorning,120,121533,63412.90278,25.07,1,32.296,0.776257122,30.42118034,0.824096887,42.33,0.592251358,48.83,0.513413885,0.643254043
series1205,network15,Cable,1,S,0.708333333,earlyfringe,120,121244,77880.23361,30.82,1,32.296,0.954297746,30.42118034,1.013109934,46.72,0.659674658,33.83,0.911025717,0.861270103
series232,network15,Cable,1,U,0.708333333,earlyfringe,120,121197,94024.70389,36.94,1,32.296,1.143794897,30.42118034,1.21428556,46.72,0.790667808,33.83,1.091930239,1.032294536
series17,network11,Cable,1,W,0.625,daytime,120,121193,75298,30,1,32.296,0.928907605,30.42118034,0.98615503,48.112,0.623545062,37.35,0.803212851,0.804304314
series161,network26,Cable,1,U,0.479166667,daytime,90,121091,68580,36,1,41.224,0.873277702,36.7041568,0.980815339,48.112,0.748254074,64.14,0.561272217,0.76344721
series309,network41,Broadcast,3,WRF,0.791666667,primeaccess,60,120919,57562.40389,44.14,3,50.152,0.880124422,45.55951476,0.968842628,43.7,1.01006865,37.01,1.192650635,1.057187304
series139,network30,Cable,1,U,0.5,daytime,120,120871,72214,29,1,32.296,0.897944018,30.42118034,0.953283195,48.112,0.602760226,45.82,0.632911392,0.729651605
series881,network17,Cable,2,U,0.770833333,earlyfringe,30,120500,32641.87667,53.36,1,59.08,0.903182126,60.69784918,0.87910858,46.72,1.142123288,53.822,0.99141615,1.004216006
series732,network25,Cable,1,U,0.75,earlyfringe,120,120480,81076.40361,32.31,1,32.296,1.00043349,30.42118034,1.062088967,46.72,0.691566781,36.74,0.879422972,0.877692907
series1414,network27,Cable,1,W,0.75,earlyfringe,150,120303,63797.82639,20.51,1,23.368,0.877695995,25.54772518,0.802811204,46.72,0.438998288,27.85,0.736445242,0.659418245
series483,network26,Cable,2,S,0.5,daytime,30,120266,40843,66,1,59.08,1.117129316,60.69784918,1.087353191,48.112,1.371799135,64.14,1.028999065,1.16271713
series742,network33,Cable,1,M,0.708333333,earlyfringe,118,120167,73470.19722,29.8,1,32.8912,0.906017415,30.7882478,0.967901785,46.72,0.637842466,58.74,0.507320395,0.704354882
series793,network25,Cable,1,U,0.666666667,earlyfringe,120,119971,78849.73861,31.7,1,32.296,0.981545702,30.42118034,1.042037148,46.72,0.678510274,36.74,0.862819815,0.861122412
series1271,network21,Cable,4,S,0.291666667,earlymorning,30,119879,35183.53306,57.69,1,59.08,0.97647258,60.69784918,0.950445539,42.33,1.362863218,48.83,1.181445832,1.164918196
series987,network21,Cable,4,F,0.291666667,earlymorning,30,119642,33622.36417,55.3,1,59.08,0.936018957,60.69784918,0.911070174,42.33,1.306402079,48.83,1.132500512,1.116657588
series848,network12,Cable,1,U,0.791666667,primeaccess,180,119565,85298.95278,22.3,1,14.44,1.54432133,21.56582238,1.034043572,43.7,0.510297483,27.8,0.802158273,0.782166443
series224,network6,Cable,3,S,0.125,overnight,30,119550,46005.0925,75.74,1,59.08,1.281990521,60.69784918,1.247820162,61.93,1.222993703,60.5,1.251900826,1.240904897
series1372,network17,Cable,1,S,0.916666667,prime,60,119233,47945.17861,38.89,1,50.152,0.775442654,45.55951476,0.85360874,45,0.864222222,53.822,0.72256698,0.813465981
series378,network26,Cable,3,R,0.145833333,overnight,15,119216,25625.65444,84.55,1,63.544,1.33057409,75.83618361,1.11490315,61.93,1.36525109,64.14,1.318210165,1.266121468
series447,network45,Cable,3,F,0.041666667,latefringe,30,119147,40832.73056,66.95,1,59.08,1.133209208,60.69784918,1.103004487,51.59,1.297732119,56.5,1.184955752,1.195230786
series150,network25,Cable,1,U,0.75,earlyfringe,120,119011,76157.32722,30.9,1,32.296,0.956774833,30.42118034,1.015739681,46.72,0.661386986,36.74,0.841045182,0.839390616
series1382,network48,Cable,1,S,0.75,earlyfringe,120,118999,68842.64333,28.09,1,32.296,0.869767154,30.42118034,0.923369826,46.72,0.601241438,55.41,0.506948204,0.67718649
series69,network17,Cable,4,S,0.333333333,earlymorning,30,118999,30115.55278,49.74,1,59.08,0.841909276,60.69784918,0.819468905,42.33,1.175053154,53.822,0.924157408,0.972893155
series1045,network35,Cable,2,WS,0.979166667,latefringe,30,118984,32902.07167,54.24,2,59.08,0.918077183,60.69784918,0.893606622,51.59,1.051366544,42.65,1.271746776,1.072239981
series988,network8,Cable,2,F,0.958333333,latefringe,30,118944,33510.70667,55.15,1,59.08,0.933480027,60.69784918,0.908598916,51.59,1.069005621,51.62,1.068384347,1.015329628
series987,network21,Cable,4,F,0.333333333,earlymorning,30,118836,35130.75417,58.09,1,59.08,0.98324306,60.69784918,0.957035559,42.33,1.372312781,48.83,1.189637518,1.172995286
series214,network32,Cable,1,F,0.395833333,daytime,30,118759,42157,68,1,59.08,1.15098172,60.69784918,1.120303288,48.112,1.413368806,64.58,1.052957572,1.195543222
series242,network4,Broadcast,1,S,0.583333333,daytime,30,118718,30044,50,1,59.08,0.846310088,60.69784918,0.823752417,48.112,1.039241769,50.69,0.986387848,0.949794011
series696,network53,Cable,2,RF,0.8125,primeaccess,120,118715,42958.88306,17.47,2,32.296,0.540933862,30.42118034,0.574270946,43.7,0.399771167,29.4,0.594217687,0.522753267
series266,network36,Cable,4,S,0.166666667,overnight,60,118586,54118.99583,45.02,1,50.152,0.89767108,45.55951476,0.988158022,61.93,0.726949782,38.97,1.155247626,0.956785144
series1271,network21,Cable,4,S,0.3125,earlymorning,30,118479,36500.60111,60.36,1,59.08,1.021665538,60.69784918,0.994433918,42.33,1.42593905,48.83,1.236125333,1.218832767
series676,network13,Broadcast,1,U,0.583333333,daytime,60,118226,47955,40,1,50.152,0.797575371,45.55951476,0.877972476,48.112,0.831393415,50.73,0.788488074,0.832617989
series642,network27,Cable,1,S,0.770833333,earlyfringe,150,118175,79345.25056,25.92,1,23.368,1.109209175,25.54772518,1.014571741,46.72,0.554794521,27.85,0.93070018,0.83335548
series810,network35,Cable,1,U,0.958333333,latefringe,120,118161,65531.7675,26.86,1,32.296,0.831681942,30.42118034,0.88293747,51.59,0.520643536,42.65,0.629777257,0.677786087
series581,network20,Cable,4,TF,0.791666667,primeaccess,60,118083,49292.94056,40.82,2,50.152,0.813925666,45.55951476,0.895970912,43.7,0.93409611,55.26,0.73868983,0.856252284
series329,network35,Cable,2,TS,0.708333333,earlyfringe,60,118067,49263.16667,40.78,2,50.152,0.813128091,45.55951476,0.89509294,46.72,0.872859589,42.65,0.956154748,0.908035759
series1248,network30,Cable,1,S,0.666666667,earlyfringe,120,118019,64875.92944,26.92,1,32.296,0.833539757,30.42118034,0.88490978,46.72,0.57619863,45.82,0.587516368,0.682874926
series1256,network21,Cable,1,U,0.993055556,latefringe,150,117976,79102.06667,25.9,1,23.368,1.108353304,25.54772518,1.013788892,51.59,0.502035278,48.83,0.530411632,0.682078601
series563,network28,Cable,4,TS,0.145833333,overnight,30,117968,46516.19833,77.45,2,59.08,1.310934326,60.69784918,1.275992495,61.93,1.250605522,64.94,1.192639359,1.239745792
series355,network17,Cable,4,W,0.104166667,overnight,30,117896,43461.11611,72.72,1,59.08,1.230873392,60.69784918,1.198065516,61.93,1.174228968,53.822,1.35112036,1.241138281
series1059,network32,Cable,1,M,0.864583333,prime,15,117863,20562.34917,67.28,1,63.544,1.058793907,75.83618361,0.887175446,45,1.495111111,64.58,1.041808609,1.141365055
series953,network51,Cable,6,MWR,0.8125,primeaccess,30,117806,32832.52083,54.89,3,59.08,0.929079215,60.69784918,0.904315404,43.7,1.256064073,50.05,1.096703297,1.085694258
series151,network22,Cable,4,SU,0.125,overnight,30,117556,41622.14306,69.75,2,59.08,1.180602573,60.69784918,1.149134622,61.93,1.126271597,42.1,1.656769596,1.310725272
series252,network26,Cable,1,R,0.541666667,daytime,90,117210,68478,38,1,41.224,0.92179313,36.7041568,1.03530508,48.112,0.789823745,64.14,0.592454007,0.805860944
series955,network27,Cable,1,S,0.958333333,latefringe,150,117006,68212.78611,22.55,1,23.368,0.964994865,25.54772518,0.882661757,51.59,0.437100213,27.85,0.809694794,0.709818921
series466,network34,Cable,1,U,0.875,prime,60,116987,47969.50861,39.33,1,50.152,0.784215983,45.55951476,0.863266437,45,0.874,47.04,0.836096939,0.857787792
series232,network15,Cable,1,U,0.625,daytime,120,116981,82534,34,1,32.296,1.052761952,30.42118034,1.117642367,48.112,0.706684403,33.83,1.005025126,0.943117299
series894,network30,Cable,2,RF,0.5,daytime,30,116981,37359,63,2,59.08,1.066350711,60.69784918,1.037928046,48.112,1.309444629,45.82,1.374945439,1.240772705
series1386,network38,Cable,6,WRU,0.083333333,overnight,30,116879,42335.50722,71.3,3,59.08,1.206838186,60.69784918,1.174670947,61.93,1.151299855,40.95,1.741147741,1.355706181
series1136,network15,Cable,1,S,0.708333333,earlyfringe,120,116713,72360.40361,29.82,1,32.296,0.923334159,30.42118034,0.9802381,46.72,0.638270548,33.83,0.881466154,0.833324934
series484,network32,Cable,1,S,0.020833333,latefringe,30,116689,43986.71528,72.79,1,59.08,1.232058226,60.69784918,1.199218769,51.59,1.410932351,64.58,1.127129142,1.245760088
series615,network41,Broadcast,1,T,0.9375,prime,150,116665,109081.6083,29.88,1,23.368,1.278671688,25.54772518,1.169575756,45,0.664,37.01,0.807349365,0.880308374
series987,network21,Cable,4,F,0.3125,earlymorning,30,116641,34281.07083,57.81,1,59.08,0.978503724,60.69784918,0.952422545,42.33,1.365698086,48.83,1.183903338,1.167341323
series34,network8,Cable,2,S,0.791666667,primeaccess,60,116559,52131.51389,43.59,1,50.152,0.86915776,45.55951476,0.956770506,43.7,0.997482838,51.62,0.844440139,0.932897828
series588,network27,Cable,1,S,0.6875,earlyfringe,120,116542,70896.70694,29.57,1,32.296,0.915593262,30.42118034,0.972020141,46.72,0.632919521,27.85,1.061759425,0.888899696
series87,network30,Cable,2,MF,0.125694444,overnight,30,116465,45012.33306,75.71,2,59.08,1.281482735,60.69784918,1.247325911,61.93,1.222509285,45.82,1.652335225,1.374056807
series874,network30,Cable,1,F,0.916666667,prime,60,116434,43895.11611,36.75,1,50.152,0.732772372,45.55951476,0.806637213,45,0.816666667,45.82,0.802051506,0.808451795
series521,network27,Cable,1,S,0.75,earlyfringe,150,116167,76370.69806,25.17,1,23.368,1.077114002,25.54772518,0.985214919,46.72,0.538741438,27.85,0.903770197,0.809242185
series1045,network35,Cable,2,WS,0,latefringe,30,115870,34680.45639,58.61,2,59.08,0.992044685,60.69784918,0.965602584,51.59,1.136072882,42.65,1.374208675,1.158628047
series1000,network26,Cable,1,M,0.541666667,daytime,90,115687,68278.5,38,1,41.224,0.92179313,36.7041568,1.03530508,48.112,0.789823745,64.14,0.592454007,0.805860944
series816,network11,Cable,1,S,0.5,daytime,60,115658,47548,40,1,50.152,0.797575371,45.55951476,0.877972476,48.112,0.831393415,37.35,1.070950469,0.92677212
series97,network21,Cable,1,U,0,latefringe,120,115538,65578.29,27.48,1,32.296,0.850879366,30.42118034,0.903318007,51.59,0.532661368,48.83,0.56276879,0.666249388
series919,network15,Cable,1,S,0.958333333,latefringe,120,115467,78133.97944,32.04,1,32.296,0.992073322,30.42118034,1.053213572,51.59,0.621050591,33.83,0.947088383,0.873784182
series573,network6,Cable,3,F,0.125,overnight,30,115440,43912.40611,74.93,1,59.08,1.268280298,60.69784918,1.234475373,61.93,1.20991442,60.5,1.238512397,1.227634063
series1389,network30,Cable,1,W,0.958333333,latefringe,61,115351,46100.01917,38.43,1,49.8544,0.7708447,45.19851481,0.850249177,51.59,0.744911805,45.82,0.838716718,0.811292566
series1116,network32,Cable,2,S,0.25,earlymorning,30,115346,35513.49722,60.39,1,59.08,1.022173324,60.69784918,0.99492817,42.33,1.426647768,64.58,0.935119232,1.11889839
series1014,network30,Cable,1,W,0.958333333,latefringe,61,115281,52840.81278,43.55,1,49.8544,0.873543759,45.19851481,0.963527235,51.59,0.844155844,45.82,0.950458315,0.919380465
series1010,network30,Cable,1,U,0.666666667,earlyfringe,120,115022,73526.45222,31.07,1,32.296,0.962038643,30.42118034,1.021327892,46.72,0.665025685,45.82,0.678088171,0.788147249
series1005,network21,Cable,1,F,0,latefringe,120,114937,68571.97194,28.76,1,32.296,0.890512757,30.42118034,0.945393955,51.59,0.557472378,48.83,0.588982183,0.697282839
series98,network30,Cable,1,F,0.000694444,latefringe,120,114886,78181.02056,33.06,1,32.296,1.02365618,30.42118034,1.086742843,51.59,0.640821865,45.82,0.721518987,0.816361232
series972,network42,Cable,1,S,0.666666667,earlyfringe,120,114831,71068.85167,29.96,1,32.296,0.927669061,30.42118034,0.984840156,46.72,0.641267123,32.45,0.923266564,0.849791281
series485,network21,Cable,1,U,0.34375,earlymorning,120,114797,53762.43167,22.69,1,32.296,0.702563785,30.42118034,0.745861921,42.33,0.536026459,48.83,0.464673357,0.582187245
series50,network21,Cable,1,F,0,latefringe,105,114783,60353.68917,29.12,1,36.76,0.792165397,33.33750595,0.873490658,51.59,0.564450475,48.83,0.5963547,0.678098611
series124,network42,Cable,1,S,0.583333333,daytime,120,114755,65306,28,1,32.296,0.866980431,30.42118034,0.920411361,48.112,0.581975391,32.45,0.862865948,0.788417566
series1023,network23,Cable,1,S,0.479166667,daytime,150,114743,83310,28,1,23.368,1.198219788,25.54772518,1.095987991,48.112,0.581975391,35.58,0.786958966,0.821640783
series640,network15,Cable,1,S,0.541666667,daytime,120,114720,64200,27,1,32.296,0.836016844,30.42118034,0.887539527,48.112,0.561190555,33.83,0.798108188,0.74894609
series303,network3,Cable,1,S,0.958333333,latefringe,120,114655,66889.1275,28.02,1,32.296,0.867599703,30.42118034,0.921068798,51.59,0.543128513,38.84,0.721421215,0.728539509
series437,network17,Cable,4,T,0.083333333,overnight,60,114630,67624.97694,57.98,1,50.152,1.1560855,45.55951476,1.272621105,61.93,0.936218311,53.822,1.077254654,1.09536469
series703,network56,Cable,4,F,0.083333333,overnight,60,114623,52749.95611,45.1,1,50.152,0.899266231,45.55951476,0.989913967,61.93,0.728241563,28.3,1.593639576,1.103931702
series980,network5,Broadcast,4,S,0.333333333,earlymorning,60,114614,56859.12028,46.51,1,50.152,0.927380762,45.55951476,1.020862497,42.33,1.098747933,47.37,0.98184505,1.033818493
series1233,network25,Cable,1,S,0.791666667,primeaccess,120,114593,65467.92944,27.45,1,32.296,0.849950458,30.42118034,0.902331852,43.7,0.628146453,36.74,0.747142079,0.759206795
series1040,network39,Cable,4,RU,0.791666667,primeaccess,60,114298,51978.10778,44.31,2,50.152,0.883514117,45.55951476,0.972574011,43.7,1.01395881,44.44,0.997074707,0.994535843
series1019,network48,Cable,4,S,0.354166667,earlymorning,30,114251,31265.41611,53.46,1,59.08,0.904874746,60.69784918,0.880756085,42.33,1.262934089,55.41,0.964807796,1.03616599
series769,network35,Cable,1,M,0.833333333,prime,60,114171,41638.46,35.64,1,50.152,0.710639655,45.55951476,0.782273477,45,0.792,42.65,0.835638921,0.803304133
series825,network11,Cable,1,S,0.520833333,daytime,30,113967,32318,55,1,59.08,0.930941097,60.69784918,0.906127659,48.112,1.143165946,37.35,1.472556894,1.173950167
series1382,network48,Cable,1,U,0.416666667,daytime,120,113747,70356,30,1,32.296,0.928907605,30.42118034,0.98615503,48.112,0.623545062,55.41,0.541418517,0.717039536
series903,network33,Cable,3,MTW,0.78125,earlyfringe,15,113614,21150.8575,73.01,3,63.544,1.148967644,75.83618361,0.962733045,46.72,1.562714041,58.74,1.242934968,1.256127351
series691,network25,Cable,1,U,0.75,earlyfringe,120,113481,71396.855,30.29,1,32.296,0.937887045,30.42118034,0.995687862,46.72,0.648330479,36.74,0.824442025,0.822820122
